Players,Price,Total pts,Selected,MD pts,Pts per €,Pts per MD,PotM pts,Goals,Assists,Balls recovered,Clean sheets,Red cards,Yellow cards,Mins played,Trans in,Trans out,img_url,Next Match,Position
H. Seferović,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,37.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,HUN v SUI,FWD
R. Malinovskyi,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,213.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250043090.jpg?v=0.05,ROU v UKR,MID
A. Zeqiri,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,19.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250079367.jpg?v=0.05,HUN v SUI,FWD
F. Tănase,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ROU v UKR,FWD
J. Kucka,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/1905643.jpg?v=0.05,BEL v SVK,MID
A. García,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,20.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ESP v CRO,MID
R. Riquelme,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ESP v CRO,MID
D. Ceballos,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,44.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250086709.jpg?v=0.05,ESP v CRO,MID
M. Hjulmand,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,49.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250101557.jpg?v=0.05,SVN v DEN,MID
J. Lindstrøm,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,53.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SVN v DEN,MID
P. Hrošovský,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,BEL v SVK,MID
M. Zubimendi,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,46.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250143679.jpg?v=0.05,ESP v CRO,MID
M. de Roon,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,47.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250014709.jpg?v=0.05,POL v NED,MID
D. Klaassen,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,57.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250013855.jpg?v=0.05,POL v NED,MID
J. Schouten,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,POL v NED,MID
S. Lobotka,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,105.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250055982.jpg?v=0.05,BEL v SVK,MID
J. Gayà,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,130.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250047086.jpg?v=0.05,ESP v CRO,DEF
A. Dreyer,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250077990.jpg?v=0.05,SVN v DEN,MID
T. Delaney,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,22.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SVN v DEN,MID
P. Billing,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,126.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250112291.jpg?v=0.05,SVN v DEN,MID
C. Nørgaard,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,68.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250022797.jpg?v=0.05,SVN v DEN,MID
J. Brunn Larsen,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,41.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SVN v DEN,MID
M. Trésor,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,BEL v SVK,MID
G. Arabidze,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,TUR v GEO,FWD
Bruma,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,POR v CZE,FWD
D. Sikan,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ROU v UKR,FWD
N. Vallys,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SVN v DEN,FWD
S. Sydorchuk,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250008250.jpg?v=0.05,ROU v UKR,MID
M. Keita,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,BEL v SVK,MID
M. Gotze,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,71.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250007605.jpg?v=0.05,GER v SCO,MID
T. Stepanenko,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/1902685.jpg?v=0.05,ROU v UKR,MID
O. Pikhalonok,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250066778.jpg?v=0.05,ROU v UKR,MID
A. Buksa,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,POL v NED,FWD
K. Świderski,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,26.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250083605.jpg?v=0.05,POL v NED,FWD
A. Benedyczak,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,POL v NED,FWD
T. Horvat,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SVN v DEN,MID
B. Zaragoza,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ESP v CRO,FWD
B. Iglesias,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,103.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250132180.jpg?v=0.05,ESP v CRO,FWD
A. Yarmolenko,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,193.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250000069.jpg?v=0.05,ROU v UKR,MID
F. Kadıoğlu,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,78.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250091943.jpg?v=0.05,TUR v GEO,MID
N. Zalewski,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,91.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250124155.jpg?v=0.05,POL v NED,MID
K. Grosicki,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,POL v NED,MID
K. Linetty,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250042409.jpg?v=0.05,POL v NED,MID
K. Kozłowski,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250127199.jpg?v=0.05,POL v NED,MID
B. Slisz,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,POL v NED,MID
J. Piotrowski,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,18.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,POL v NED,MID
A. Mehmeti,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250108572.jpg?v=0.05,ITA v ALB,MID
Q. Laçi,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250056159.jpg?v=0.05,ITA v ALB,MID
Y. Ramadani,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250098530.jpg?v=0.05,ITA v ALB,MID
K. Asllani,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,34.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250143669.jpg?v=0.05,ITA v ALB,MID
D. Joveljić,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250089411.jpg?v=0.05,SRB v ENG,FWD
M. Daku,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,20.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250112672.jpg?v=0.05,ITA v ALB,FWD
N. Rusyn,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ROU v UKR,FWD
S. Özcan,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,71.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250081693.jpg?v=0.05,TUR v GEO,MID
B. Sosa,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,193.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250066139.jpg?v=0.05,ESP v CRO,DEF
N. Radonjić,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250055216.jpg?v=0.05,SRB v ENG,FWD
D. Lazović,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SRB v ENG,FWD
A. Barák,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,20.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250092717.jpg?v=0.05,POR v CZE,MID
M. Jurásek,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250135716.jpg?v=0.05,POR v CZE,MID
R. Skov,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,36.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250080454.jpg?v=0.05,SVN v DEN,MID
K. Karaman,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250050354.jpg?v=0.05,TUR v GEO,FWD
G. Kochorashvili,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,TUR v GEO,MID
O. Kiteishvili,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250078593.jpg?v=0.05,TUR v GEO,MID
E. Muçi,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,19.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250126467.jpg?v=0.05,ITA v ALB,FWD
K. Behrens,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,GER v SCO,FWD
P. Wimmer,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,34.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250138426.jpg?v=0.05,AUT v FRA,MID
M. Ducksch,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,GER v SCO,FWD
M. Ádám,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,27.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250109903.jpg?v=0.05,HUN v SUI,FWD
R. Sallai,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,75.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250065179.jpg?v=0.05,HUN v SUI,FWD
K. Csoboth,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250104041.jpg?v=0.05,HUN v SUI,FWD
R. Marin,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250055294.jpg?v=0.05,ROU v UKR,MID
L. Sučić,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250127293.jpg?v=0.05,ESP v CRO,MID
P. Musa,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,24.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250138608.jpg?v=0.05,ESP v CRO,FWD
M. Oršić,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,142.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250024176.jpg?v=0.05,ESP v CRO,FWD
M. Pjaca,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ESP v CRO,FWD
T. Čvančara,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250122946.jpg?v=0.05,POR v CZE,FWD
V. Kušej,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,POR v CZE,FWD
T. Chorý,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,POR v CZE,FWD
A. Hložek,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,149.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250114001.jpg?v=0.05,POR v CZE,FWD
L. Zahović,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SVN v DEN,FWD
M. Nunes,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,234.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250145803.jpg?v=0.05,POR v CZE,MID
J. Neves,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,82.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,POR v CZE,MID
C. Styles,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,HUN v SUI,MID
D. Gazdag,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250056177.jpg?v=0.05,HUN v SUI,MID
L. Ivanušec,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250098468.jpg?v=0.05,ESP v CRO,MID
Á. Nagy,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,33.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250083472.jpg?v=0.05,HUN v SUI,MID
Z. Kalmár,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250041236.jpg?v=0.05,HUN v SUI,MID
A. Matko,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SVN v DEN,FWD
Ž. Vipotnik,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SVN v DEN,FWD
J. Mlakar,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SVN v DEN,FWD
J. Asani,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,43.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250064637.jpg?v=0.05,ITA v ALB,FWD
A. Muja,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250109524.jpg?v=0.05,ITA v ALB,FWD
F. Đuričić,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SRB v ENG,MID
S. Lukić,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SRB v ENG,MID
A. Grimaldo,5.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10358.0,5218.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ESP v CRO,DEF
J. Pickford,5.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7938.0,5341.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SRB v ENG,GK
F. Dimarco,5.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7290.0,3755.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250056189.jpg?v=0.05,ITA v ALB,DEF
Jorginho,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6230.0,3760.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250067749.jpg?v=0.05,ITA v ALB,MID
D. Costa,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4798.0,2491.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250076675.jpg?v=0.05,POR v CZE,GK
J. Koundé,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3035.0,2675.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250096309.jpg?v=0.05,AUT v FRA,DEF
D. Dalot,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4380.0,2530.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250081628.jpg?v=0.05,POR v CZE,DEF
E. Ünal,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3470.0,2440.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250062599.jpg?v=0.05,TUR v GEO,FWD
Y. Sommer,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1867.0,1965.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/97746.jpg?v=0.05,HUN v SUI,GK
H. Maguire,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2404.0,2222.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SRB v ENG,DEF
M. Akanji,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1817.0,2051.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250085369.jpg?v=0.05,HUN v SUI,DEF
K. Schmeichel,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1445.0,1599.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/74954.jpg?v=0.05,SVN v DEN,GK
D. Livaković,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,905.0,1198.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250042625.jpg?v=0.05,ESP v CRO,GK
T. Castagne,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3886.0,2026.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,BEL v SVK,DEF
J. Stones,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1648.0,1731.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SRB v ENG,DEF
